tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach
4141,138.0,2659,253,24,906,1750,0,3,388,208.30,1.131,0.981,1.020,0.152,0.275,-0.649,1.983,0.3185,1.7446,0.649,0.006,0.015,0.063,-0.126,139,61,60,0,30,0,88387.51,14089.020,31229.635,6.784,6264.301,29.548,25722.913,5791.908,593.175,13396.079,10716.864,2543.550,397.205,3222.425,0.000218,-0.015606,0,6119,60,0,60,60,45847
4171,139.0,2747,316,24,919,1825,0,3,429,239.32,1.141,0.987,1.023,0.154,0.271,-0.650,1.981,0.3174,1.7349,0.645,0.008,0.009,0.063,-0.127,133,57,92,1,37,0,90442.79,14931.733,31326.235,10.145,6541.679,28.992,27118.884,6063.838,706.166,13228.244,10582.596,3870.282,375.087,3432.927,0.000175,-0.017598,0,6627,92,0,92,92,47960
4201,140.0,2848,309,24,939,1907,0,2,479,212.52,1.150,0.993,1.028,0.155,0.268,-0.651,1.981,0.3172,1.7479,0.650,0.007,0.013,0.063,-0.127,130,74,83,0,34,0,95394.27,15588.684,34493.590,9.435,7017.988,30.802,28154.103,6242.927,767.470,14107.155,11285.724,3439.832,163.314,3551.147,0.000184,-0.018520,0,6869,83,0,83,83,49472
4231,141.0,2977,254,24,957,2019,0,1,550,231.27,1.160,1.002,1.035,0.159,0.262,-0.652,1.984,0.3182,1.7459,0.636,0.006,0.010,0.062,-0.127,146,64,93,1,34,0,99836.80,16100.591,36094.802,11.093,7225.500,32.644,29496.025,6571.261,875.243,15526.694,12421.356,3609.717,304.240,3802.139,0.000183,-0.018287,0,7127,93,0,92,92,51459
4261,142.0,3057,259,24,974,2083,0,0,662,250.26,1.168,1.002,1.041,0.162,0.260,-0.654,1.985,0.3150,1.7233,0.642,0.004,0.011,0.062,-0.128,128,68,120,1,42,0,102440.20,17026.146,37026.552,13.816,8181.983,28.976,30942.514,6961.654,1039.403,15070.864,12056.691,4848.338,320.546,4336.488,0.000180,-0.019745,0,8076,120,0,120,120,52795
4291,143.0,3145,278,24,991,2154,0,0,787,241.29,1.174,1.004,1.044,0.163,0.258,-0.655,1.985,0.3145,1.7351,0.632,0.006,0.010,0.061,-0.128,155,78,112,0,44,0,106951.12,17628.057,39261.986,13.491,7779.127,28.917,31757.925,7092.450,1217.871,15578.279,12462.623,4958.289,140.428,4109.988,0.000193,-0.020163,0,8418,112,0,112,112,52934
4321,144.0,3234,245,24,1003,2231,0,0,894,306.99,1.186,1.010,1.050,0.165,0.255,-0.655,1.988,0.3121,1.7313,0.615,0.005,0.011,0.061,-0.128,120,56,120,0,68,0,110744.57,18070.038,40626.020,13.522,8287.093,25.491,33125.281,7376.566,1451.523,16325.508,13060.406,5087.723,264.912,4345.025,0.000245,-0.021161,0,8740,120,0,120,120,54862
4351,145.0,3362,228,24,1026,2336,0,0,965,279.71,1.195,1.016,1.055,0.166,0.251,-0.656,1.988,0.3120,1.7334,0.630,0.004,0.012,0.061,-0.128,135,48,88,0,72,0,115628.87,18558.080,41520.814,9.790,8124.320,27.233,34682.289,7841.816,1622.346,16233.126,12986.501,3457.119,277.549,4076.635,0.000189,-0.023084,0,8771,88,0,88,88,57444
4381,146.0,3440,260,24,1044,2396,0,0,1071,259.10,1.202,1.015,1.059,0.167,0.250,-0.658,1.992,0.3054,1.7234,0.617,0.005,0.013,0.061,-0.129,148,65,107,0,102,0,118073.30,19115.827,42730.557,12.633,8614.104,31.820,36023.668,8109.708,1764.446,17193.247,13754.598,5350.831,372.862,4354.425,0.000161,-0.023173,0,9146,107,0,107,107,58833
4411,147.0,3504,249,24,1062,2442,0,0,1192,277.70,1.207,1.015,1.061,0.167,0.250,-0.660,1.989,0.3081,1.7185,0.604,0.006,0.014,0.061,-0.129,130,60,117,0,94,0,120946.35,19098.815,44049.187,12.676,8316.066,28.701,36801.478,8206.719,1968.077,16506.573,13205.258,5110.001,698.807,4201.224,0.000188,-0.023606,0,9264,117,0,117,117,59568
4441,148.0,3604,191,24,1079,2525,0,0,1342,334.70,1.215,1.019,1.067,0.167,0.248,-0.663,1.990,0.3038,1.7190,0.594,0.006,0.012,0.061,-0.129,138,57,98,2,100,0,124434.25,19574.264,44959.857,10.623,8503.749,27.921,38081.099,8485.835,2210.155,17508.213,14006.571,4346.410,247.546,4184.163,0.000243,-0.024468,0,9392,98,0,98,98,60621
4471,149.0,3692,181,24,1095,2597,0,0,1477,292.23,1.220,1.023,1.071,0.169,0.246,-0.664,1.991,0.3017,1.7288,0.602,0.005,0.010,0.061,-0.129,142,55,83,1,125,0,126830.87,20299.848,45056.675,8.553,9582.560,26.219,39126.972,8736.478,2460.781,17264.719,13811.776,4335.097,228.617,4627.570,0.000183,-0.024285,0,9744,83,0,83,83,61234
4501,150.0,3739,195,25,1117,2622,0,0,1622,294.89,1.223,1.021,1.072,0.170,0.247,-0.665,1.993,0.2955,1.7200,0.596,0.004,0.013,0.062,-0.128,119,66,106,1,119,0,127845.10,20327.781,45443.049,13.525,9274.542,24.698,40182.376,8998.720,2761.556,16567.819,13254.255,4619.902,261.298,4632.705,0.000223,-0.023016,0,9908,106,0,106,106,62413
4531,151.0,3737,201,25,1131,2606,0,0,1720,315.31,1.224,1.018,1.074,0.171,0.249,-0.669,1.994,0.2961,1.7138,0.586,0.004,0.010,0.063,-0.126,114,71,129,3,147,0,127603.15,20550.029,45786.342,18.149,9249.796,26.785,40295.368,8962.490,2958.871,17146.719,13717.376,6049.981,237.415,4663.000,0.000265,-0.024993,0,10278,129,0,129,129,61890
4561,152.0,3735,175,25,1137,2598,0,0,1831,282.17,1.227,1.017,1.075,0.171,0.251,-0.670,1.996,0.2942,1.7127,0.600,0.003,0.009,0.063,-0.125,123,56,156,0,128,0,124635.61,20748.371,44792.136,23.292,9524.097,27.382,40733.712,8938.733,3189.980,16742.512,13394.010,7177.231,280.440,4862.741,0.000239,-0.023671,0,10899,156,0,156,156,62453
4591,153.0,3657,178,25,1141,2516,0,0,1861,257.27,1.223,1.007,1.076,0.173,0.256,-0.673,1.997,0.2943,1.7038,0.597,0.001,0.009,0.064,-0.125,107,43,194,0,153,0,122267.31,21007.310,45865.717,25.382,9904.572,25.907,40080.298,8662.468,3305.901,15757.441,12605.953,8696.962,274.191,5095.400,0.000227,-0.023948,0,10842,194,0,194,194,60447
4621,154.0,3587,174,25,1140,2447,0,0,1829,301.95,1.222,1.001,1.074,0.173,0.259,-0.674,1.998,0.2942,1.7020,0.602,0.004,0.010,0.065,-0.125,127,39,158,0,168,0,119912.98,20838.873,43100.223,19.346,9043.285,25.321,39447.153,8394.175,3283.915,14822.216,11857.773,7264.488,400.505,4558.095,0.000279,-0.022571,0,10705,158,0,158,158,58754
4651,155.0,3552,206,25,1148,2404,0,0,1842,273.50,1.221,0.996,1.077,0.173,0.263,-0.676,1.996,0.2900,1.7016,0.602,0.002,0.012,0.065,-0.126,141,45,152,0,157,0,119058.59,20354.246,44137.189,17.670,9123.003,26.198,38914.944,8236.816,3308.475,15854.106,12683.285,7017.039,287.650,4427.749,0.000119,-0.021998,0,10264,152,0,152,152,58395
4681,156.0,3496,190,25,1148,2348,0,0,1807,295.55,1.220,0.990,1.084,0.174,0.267,-0.681,2.001,0.2883,1.6750,0.599,0.001,0.014,0.065,-0.126,113,42,187,5,150,0,116227.05,20282.223,43273.063,24.507,9118.713,27.198,38616.096,8073.792,3264.447,16501.726,13201.381,8279.600,208.727,4668.326,0.000221,-0.021985,0,10374,187,0,187,187,57414
4711,157.0,3408,194,25,1130,2278,0,0,1701,340.54,1.223,0.989,1.089,0.177,0.269,-0.682,2.006,0.2896,1.6705,0.602,0.001,0.014,0.066,-0.126,127,52,201,6,146,0,111344.26,19724.937,41487.003,24.503,8867.426,29.505,37934.851,7774.206,3097.276,16063.046,12850.437,9166.239,324.538,4609.517,0.000244,-0.023623,0,10438,201,0,201,201,56105
4741,158.0,3298,207,25,1119,2179,0,0,1618,355.53,1.220,0.982,1.094,0.178,0.274,-0.685,2.008,0.2859,1.6611,0.617,0.004,0.011,0.066,-0.127,136,48,203,2,137,0,107341.52,19490.835,39868.056,23.796,7856.221,32.197,37137.732,7494.279,2957.290,14206.458,11365.167,8618.452,247.223,4089.156,0.000254,-0.025095,0,9955,203,0,203,203,54709
4771,159.0,3203,195,25,1107,2096,0,0,1531,293.04,1.217,0.979,1.091,0.176,0.278,-0.688,2.010,0.2876,1.6688,0.620,0.005,0.012,0.068,-0.127,146,52,172,4,160,0,103495.84,18822.687,38936.833,24.009,7774.379,33.504,35856.103,7260.396,2802.535,14923.345,11938.676,8293.171,388.893,4043.449,0.000209,-0.026880,0,9384,172,0,172,172,52451
4801,160.0,3125,218,24,1096,2029,0,0,1541,431.85,1.214,0.975,1.094,0.177,0.282,-0.690,2.014,0.2875,1.6555,0.624,0.003,0.015,0.067,-0.127,140,44,132,6,130,0,102000.43,18401.530,37060.236,16.812,8118.964,34.174,34875.982,7024.852,2697.431,11760.785,9408.628,5834.772,304.499,3884.286,0.000179,-0.028181,0,9405,132,0,132,132,51049
4831,161.0,3051,202,24,1073,1978,0,0,1467,403.64,1.217,0.971,1.096,0.178,0.283,-0.693,2.016,0.2831,1.6442,0.649,0.005,0.013,0.068,-0.128,118,44,139,8,138,0,99352.79,17874.008,36460.890,17.375,7752.988,30.806,34430.376,6796.280,2672.506,12982.801,10386.241,6229.154,417.798,3857.238,0.000247,-0.031461,0,9532,139,0,139,139,49664
4861,162.0,2927,224,24,1072,1855,0,0,1348,328.04,1.207,0.958,1.094,0.175,0.293,-0.694,2.014,0.2816,1.6474,0.631,0.002,0.012,0.069,-0.128,129,49,160,5,131,0,93951.46,17174.489,33435.525,18.560,6986.152,34.228,33257.550,6551.136,2481.515,11116.160,8892.928,7490.086,442.626,3583.760,0.000138,-0.031437,0,8737,160,0,160,160,48325
4891,163.0,2854,220,24,1052,1802,0,0,1305,389.26,1.209,0.955,1.097,0.177,0.294,-0.696,2.015,0.2810,1.6379,0.631,0.004,0.013,0.070,-0.127,122,38,132,7,126,0,90726.60,16112.094,33645.447,17.902,7041.018,30.208,32182.215,6288.487,2312.488,11682.117,9345.694,6311.124,167.703,3401.853,0.000240,-0.034485,0,8546,132,0,132,132,46441
4921,164.0,2740,170,24,1024,1716,0,0,1201,381.36,1.206,0.951,1.100,0.181,0.298,-0.699,2.016,0.2815,1.6300,0.640,0.003,0.013,0.070,-0.125,123,59,156,10,117,0,84867.45,15447.334,31381.896,18.578,6931.519,31.451,31238.678,6055.548,2182.473,11771.680,9417.344,7252.898,152.374,3470.653,0.000205,-0.034945,0,8341,156,0,156,156,44931
4951,165.0,2597,224,24,984,1613,0,0,1078,460.00,1.203,0.950,1.101,0.184,0.301,-0.701,2.019,0.2797,1.6340,0.649,0.002,0.016,0.071,-0.125,120,50,144,5,130,0,79559.59,14634.028,28664.550,16.555,6310.224,28.326,29680.118,5660.072,1961.058,9565.734,7652.587,6226.325,113.409,3068.868,0.000155,-0.035832,0,8005,144,0,144,144,42776
4981,166.0,2461,208,24,950,1511,0,0,996,519.41,1.197,0.943,1.100,0.182,0.307,-0.703,2.019,0.2783,1.6414,0.655,0.003,0.013,0.071,-0.127,135,56,141,10,94,0,73172.43,13632.215,25946.456,17.363,5628.836,29.948,28057.642,5345.096,1760.557,8543.803,6835.042,6158.279,195.361,2757.499,0.000147,-0.036086,0,7058,141,0,141,141,41455
